CIA - The World Factbook --  Electricity - production by source   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Aruba | 100.00 | 2001 |
| 2 | Antigua and Barbuda | 100.00 | 2001 |
| 3 | United Arab Emirates | 100.00 | 2001 |
| 4 | Bahrain | 100.00 | 2001 |
| 5 | American Samoa | 100.00 | 2001 |
| 6 | Barbados | 100.00 | 2001 |
| 7 | Bermuda | 100.00 | 2001 |
| 8 | Bahamas, The | 100.00 | 2001 |
| 9 | Botswana | 100.00 | 2001 |
| 10 | Gambia, The | 100.00 | 2001 |
| 11 | Falkland Islands (Islas Malvinas) | 100.00 | 2001 |
| 12 | Eritrea | 100.00 | 2001 |
| 13 | Djibouti | 100.00 | 2001 |
| 14 | Cyprus | 100.00 | 2001 |
| 15 | Cook Islands | 100.00 | 2001 |
| 16 | Cape Verde | 100.00 | 2001 |
| 17 | Cayman Islands | 100.00 | 2001 |
| 18 | Chad | 100.00 | 2001 |
| 19 | Libya | 100.00 | 2001 |
| 20 | Liberia | 100.00 | 2001 |
| 21 | Kuwait | 100.00 | 2001 |
| 22 | Kiribati | 100.00 | 2001 |
| 23 | Hong Kong | 100.00 | 2001 |
| 24 | Greenland | 100.00 | 2001 |
| 25 | Grenada | 100.00 | 2001 |
| 26 | Gibraltar | 100.00 | 2001 |
| 27 | Brunei | 100.00 | 2001 |
| 28 | Vanuatu | 100.00 | 2001 |
| 29 | Niger | 100.00 | 2001 |
| 30 | Niue | 100.00 | 2001 |
| 31 | Maldives | 100.00 | 2001 |
| 32 | Oman | 100.00 | 2001 |
| 33 | Malta | 100.00 | 2001 |
| 34 | Montserrat | 100.00 | 2001 |
| 35 | Mongolia | 100.00 | 2001 |
| 36 | Macau | 100.00 | 2001 |
| 37 | Tokelau | 100.00 | 2001 |
| 38 | Turks and Caicos Islands | 100.00 | 2001 |
| 39 | Saint Lucia | 100.00 | 2001 |
| 40 | Somalia | 100.00 | 2001 |
| 41 | Singapore | 100.00 | 2001 |
| 42 | Sierra Leone | 100.00 | 2001 |
| 43 | Saint Helena | 100.00 | 2001 |
| 44 | Senegal | 100.00 | 2001 |
| 45 | Seychelles | 100.00 | 2001 |
| 46 | Yemen | 100.00 | 2001 |
| 47 | Western Sahara | 100.00 | 2001 |
| 48 | West Bank | 100.00 | 2001 |
| 49 | Virgin Islands | 100.00 | 2001 |
| 50 | British Virgin Islands | 100.00 | 2001 |
| 51 | Timor-Leste | 100.00 | 2001 |
| 52 | Tonga | 100.00 | 2001 |
| 53 | Saint Kitts and Nevis | 100.00 | 2001 |
| 54 | Saint Pierre and Miquelon | 100.00 | 2001 |
| 55 | Saudi Arabia | 100.00 | 2001 |
