CIA - The World Factbook --  Ethnic groups   

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Lesotho | 99.70 | NA |
| 2 | Mozambique | 99.66 | NA |
| 3 | Egypt | 99.60 | 2006 census |
| 4 | Guinea-Bissau | 99.00 | NA |
| 5 | Togo | 99.00 | NA |
| 6 | Tanzania | 99.00 | NA |
| 7 | Gambia, The | 99.00 | 2003 census |
| 8 | Algeria | 99.00 | NA |
| 9 | Morocco | 99.00 | NA |
| 10 | Japan | 98.50 | 2004 |
| 11 | Armenia | 98.10 | 2011 est. |
| 12 | Bangladesh | 98.00 | 1998 |
| 13 | Zimbabwe | 98.00 | NA |
| 14 | Jordan | 98.00 | NA |
| 15 | Tunisia | 98.00 | NA |
| 16 | Vanuatu | 97.60 | 2009 est. |
| 17 | Swaziland | 97.00 | NA |
| 18 | Argentina | 97.00 | NA |
| 19 | Libya | 97.00 | NA |
| 20 | Poland | 96.90 | 2011 est. |
| 21 | Tonga | 96.60 | 2006 est. |
| 22 | Isle of Man | 96.50 | 2011 est. |
| 23 | Tuvalu | 96.00 | NA |
| 24 | Thailand | 95.90 | 2010 est. |
| 25 | Solomon Islands | 95.30 | 2009 est. |
| 26 | Paraguay | 95.00 | NA |
| 27 | Haiti | 95.00 | NA |
| 28 | Lebanon | 95.00 | NA |
| 29 | Norway | 94.40 | 2007 estimate |
| 30 | Iceland | 94.00 | NA |
| 31 | Finland | 93.40 | 2006 |
| 32 | Hong Kong | 93.10 | 2011 est. |
| 33 | Greece | 93.00 | NA |
| 34 | Samoa | 92.60 | 2001 census |
| 35 | Macau | 92.40 | 2011 est. |
| 36 | Barbados | 92.40 | 2010 est. |
| 37 | Hungary | 92.30 | 2001 census |
| 38 | Jamaica | 92.10 | 2011 est. |
| 39 | Marshall Islands | 92.10 | 2006 |
| 40 | Australia | 92.00 | NA |
| 41 | Kosovo | 92.00 | 2008 |
| 42 | American Samoa | 91.60 | 2000 est. |
| 43 | China | 91.60 | 2010 est. |
| 44 | Azerbaijan | 91.60 | 2009 est. |
| 45 | Germany | 91.50 | NA |
| 46 | Austria | 91.10 | 2001 census |
| 47 | Antigua and Barbuda | 91.00 | 2001 census |
| 48 | Bahamas, The | 90.60 | 2010 est. |
| 49 | Croatia | 90.40 | 2011 est. |
| 50 | Syria | 90.30 | NA |
| 51 | Anguilla | 90.10 | 2001 census |
| 52 | Saudi Arabia | 90.00 | NA |
| 53 | Cambodia | 90.00 | NA |
| 54 | Honduras | 90.00 | NA |
| 55 | Kiribati | 89.50 | 2010 est. |
| 56 | Greenland | 89.00 | 2009 |
| 57 | Chile | 88.90 | 2012 est. |
| 58 | Montserrat | 88.40 | 2011 est. |
| 59 | Uruguay | 88.00 | NA |
| 60 | Turks and Caicos Islands | 87.60 | 2006 |
| 61 | Namibia | 87.50 | NA |
| 62 | United Kingdom | 87.20 | 2011 est. |
| 63 | Dominica | 86.80 | 2001 census |
| 64 | El Salvador | 86.30 | 2007 census |
| 65 | Equatorial Guinea | 85.70 | 1994 census |
| 66 | Vietnam | 85.70 | 1999 census |
| 67 | Saint Lucia | 85.30 | 2010 est. |
| 68 | Turkmenistan | 85.00 | 2003 |
| 69 | Burundi | 85.00 | NA |
| 70 | Somalia | 85.00 | NA |
| 71 | Ireland | 84.50 | 2011 est. |
| 72 | Lithuania | 84.10 | 2011 est. |
| 73 | Rwanda | 84.00 | NA |
| 74 | Taiwan | 84.00 | NA |
| 75 | Georgia | 83.80 | 2002 census |
| 76 | Belarus | 83.70 | 2009 est. |
| 77 | Costa Rica | 83.60 | 2011 est. |
| 78 | Romania | 83.40 | 2011 est. |
| 79 | Serbia | 83.30 | 2011 est. |
| 80 | Slovenia | 83.10 | 2002 census |
| 81 | West Bank | 83.00 | NA |
| 82 | Albania | 82.60 | 2011 est. |
| 83 | Aruba | 82.10 | 2010 est. |
| 84 | British Virgin Islands | 82.00 | 2008 |
| 85 | Grenada | 82.00 | NA |
| 86 | Mongolia | 81.90 | 2010 est. |
| 87 | Cook Islands | 81.30 | 2011 est. |
| 88 | Slovakia | 80.70 | 2011 est. |
| 89 | Netherlands | 80.70 | 2008 est. |
| 90 | Uzbekistan | 80.00 | NA |
| 91 | United States | 79.96 | NA |
| 92 | Tajikistan | 79.90 | NA |
| 93 | Norfolk Island | 79.50 | 2011 est. |
| 94 | South Africa | 79.20 | 2011 est. |
| 95 | Botswana | 79.00 | NA |
| 96 | French Polynesia | 78.00 | NA |
| 97 | Ukraine | 77.80 | 2001 est. |
| 98 | Russia | 77.70 | 2010 est. |
| 99 | Cyprus | 77.00 | 2001 |
| 100 | Bulgaria | 76.90 | 2011 est. |
| 101 | Virgin Islands | 76.20 | 2000 census |
| 102 | Moldova | 75.80 | 2004 est. |
| 103 | Puerto Rico | 75.80 | 2010 est. |
| 104 | Israel | 75.10 | 2012 est. |
| 105 | Singapore | 74.20 | 2013 est. |
| 106 | Sri Lanka | 73.80 | NA |
| 107 | Dominican Republic | 73.00 | NA |
| 108 | Palau | 72.50 | 2005 est. |
| 109 | India | 72.00 | 2000 |
| 110 | Ecuador | 71.90 | 2010 census |
| 111 | New Zealand | 71.20 | 2013 est. |
| 112 | Cabo Verde | 71.00 | NA |
| 113 | Panama | 70.00 | NA |
| 114 | Christmas Island | 70.00 | 2001 |
| 115 | Nicaragua | 69.00 | NA |
| 116 | Estonia | 68.70 | 2011 est. |
| 117 | Mauritius | 68.00 | NA |
| 118 | Burma | 68.00 | NA |
| 119 | Niue | 66.50 | 2011 est. |
| 120 | Saint Vincent and the Grenadines | 66.00 | NA |
| 121 | Brunei | 65.70 | 2011 est. |
| 122 | Liechtenstein | 65.60 | 2000 census |
| 123 | Tokelau | 65.30 | 2011 est. |
| 124 | Switzerland | 65.00 | NA |
| 125 | Kyrgyzstan | 64.90 | 1999 census |
| 126 | Czech Republic | 64.30 | 2011 est. |
| 127 | Macedonia | 64.20 | 2002 census |
| 128 | Cuba | 64.10 | 2012 est. |
| 129 | Luxembourg | 63.10 | 2000 census |
| 130 | Kazakhstan | 63.10 | 2009 est. |
| 131 | Latvia | 61.10 | 2013 est. |
| 132 | Iran | 61.00 | NA |
| 133 | Mexico | 60.00 | NA |
| 134 | Djibouti | 60.00 | NA |
| 135 | Guatemala | 59.40 | 2001 census |
| 136 | Belgium | 58.00 | NA |
| 137 | Nauru | 58.00 | NA |
| 138 | Colombia | 58.00 | NA |
| 139 | Falkland Islands (Islas Malvinas) | 57.00 | 2012 est. |
| 140 | Fiji | 56.80 | 2007 est. |
| 141 | Niger | 55.40 | 2001 census |
| 142 | Svalbard | 55.40 | 1998 |
| 143 | Eritrea | 55.00 | NA |
| 144 | Laos | 55.00 | 2005 census |
| 145 | Bermuda | 53.80 | 2010 est. |
| 146 | Canada | 50.90 | 2011 est. |
| 147 | Malaysia | 50.10 | 2010 est. |
| 148 | Saint Helena, Ascension, and Tristan da Cunha | 50.00 | NA |
| 149 | Mali | 50.00 | NA |
| 150 | Bhutan | 50.00 | NA |
| 151 | United Arab Emirates | 50.00 | NA |
| 152 | Northern Mariana Islands | 50.00 | 2010 est. |
| 153 | Micronesia, Federated States of | 49.30 | 2010 est. |
| 154 | Belize | 48.70 | 2000 census |
| 155 | Congo, Republic of the | 48.00 | NA |
| 156 | Bosnia and Herzegovina | 48.00 | NA |
| 157 | Brazil | 47.70 | 2010 est. |
| 158 | Ghana | 47.50 | 2010 census |
| 159 | Monaco | 47.00 | NA |
| 160 | Jersey | 46.40 | 2011 est. |
| 161 | Bahrain | 46.00 | 2010 est. |
| 162 | Bahrain | 45.50 | 2010 est. |
| 163 | Peru | 45.00 | NA |
| 164 | Montenegro | 45.00 | 2011 est. |
| 165 | Pakistan | 44.68 | NA |
| 166 | Svalbard | 44.30 | 1998 |
| 167 | Guyana | 43.50 | 2002 census |
| 168 | Senegal | 43.30 | NA |
| 169 | Brazil | 43.10 | 2010 est. |
| 170 | Andorra | 43.00 | 1998 |
| 171 | Cote d'Ivoire | 42.10 | 1998 |
| 172 | Afghanistan | 42.00 | NA |
| 173 | New Caledonia | 40.30 | 2009 est. |
| 174 | Indonesia | 40.10 | 2010 est. |
| 175 | Qatar | 40.00 | NA |
| 176 | Mauritania | 40.00 | NA |
| 177 | Cayman Islands | 40.00 | NA |
| 178 | Guinea | 40.00 | NA |
| 179 | Benin | 39.20 | 2002 census |
| 180 | Kuwait | 37.80 | 2013 est. |
| 181 | Fiji | 37.50 | 2007 est. |
| 182 | Guam | 37.30 | 2010 est. |
| 183 | Bosnia and Herzegovina | 37.10 | NA |
| 184 | Peru | 37.00 | NA |
| 185 | Angola | 37.00 | NA |
| 186 | Suriname | 37.00 | NA |
| 187 | South Sudan | 35.80 | 2011 est. |
| 188 | Trinidad and Tobago | 35.40 | 2011 est. |
| 189 | Djibouti | 35.00 | NA |
| 190 | Sierra Leone | 35.00 | 2008 census |
| 191 | Bhutan | 35.00 | NA |
| 192 | Northern Mariana Islands | 34.90 | 2010 est. |
| 193 | Ethiopia | 34.40 | 2007 est. |
| 194 | Liechtenstein | 34.40 | 2000 census |
| 195 | Trinidad and Tobago | 34.20 | 2011 est. |
| 196 | Central African Republic | 33.00 | NA |
| 197 | Andorra | 33.00 | 1998 |
| 198 | Jersey | 32.70 | 2011 est. |
| 199 | Malawi | 32.60 | NA |
| 200 | Canada | 32.20 | 2011 est. |
| 201 | Kuwait | 31.30 | 2013 est. |
| 202 | Belgium | 31.00 | NA |
| 203 | Sierra Leone | 31.00 | 2008 census |
| 204 | Suriname | 31.00 | NA |
| 205 | Bermuda | 31.00 | 2010 est. |
| 206 | Cameroon | 31.00 | NA |
| 207 | Guyana | 30.20 | 2002 census |
| 208 | Bolivia | 30.00 | NA |
| 209 | Eritrea | 30.00 | NA |
| 210 | Mexico | 30.00 | NA |
| 211 | Mauritania | 30.00 | NA |
| 212 | Mauritania | 30.00 | NA |
| 213 | Bolivia | 30.00 | NA |
| 214 | Guinea | 30.00 | NA |
| 215 | Micronesia, Federated States of | 29.80 | 2010 est. |
| 216 | Uganda | 29.60 | 2002 census |
| 217 | New Caledonia | 29.20 | 2009 est. |
| 218 | Nigeria | 29.00 | NA |
| 219 | Montenegro | 28.70 | 2011 est. |
| 220 | Philippines | 28.10 | 2000 census |
| 221 | Cabo Verde | 28.00 | NA |
