CIA - The World Factbook --  Ethnic groups   

This entry provides an ordered listing of ethnic groups starting with the largest and normally includes the percent of total population.

| Rank | country | (%) | Date of Information |
| --- | --- | --- | --- |
| 1 | Lesotho | 99.70 | NA |
| 2 | Mozambique | 99.66 | NA |
| 3 | Egypt | 99.60 | 2006 census |
| 4 | Zambia | 99.50 | 2000 Census |
| 5 | Tanzania | 99.00 | NA |
| 6 | Togo | 99.00 | NA |
| 7 | Guinea-Bissau | 99.00 | NA |
| 8 | Gambia, The | 99.00 | 2003 census |
| 9 | Algeria | 99.00 | NA |
| 10 | Morocco | 99.00 | NA |
| 11 | Kiribati | 98.80 | 2000 census |
| 12 | Japan | 98.50 | 2004 |
| 13 | Vanuatu | 98.50 | 1999 Census |
| 14 | Jordan | 98.00 | NA |
| 15 | Zimbabwe | 98.00 | NA |
| 16 | Tunisia | 98.00 | NA |
| 17 | Bangladesh | 98.00 | 1998 |
| 18 | Armenia | 97.90 | 2001 census |
| 19 | Libya | 97.00 | NA |
| 20 | Swaziland | 97.00 | NA |
| 21 | Argentina | 97.00 | NA |
| 22 | Poland | 96.70 | 2002 census |
| 23 | Tuvalu | 96.00 | NA |
| 24 | Chile | 95.40 | 2002 census |
| 25 | Paraguay | 95.00 | NA |
| 26 | Hong Kong | 95.00 | 2006 census |
| 27 | Lebanon | 95.00 | NA |
| 28 | Albania | 95.00 | NA |
| 29 | Haiti | 95.00 | NA |
| 30 | Mongolia | 94.90 | 2000 |
| 31 | Solomon Islands | 94.50 | 1999 census |
| 32 | Norway | 94.40 | 2007 estimate |
| 33 | Macau | 94.30 | 2006 census |
| 34 | Costa Rica | 94.00 | NA |
| 35 | Iceland | 94.00 | NA |
| 36 | Finland | 93.40 | 2006 |
| 37 | Greece | 93.00 | NA |
| 38 | Barbados | 93.00 | 2000 census |
| 39 | Samoa | 92.60 | 2001 census |
| 40 | Hungary | 92.30 | 2001 census |
| 41 | United Kingdom | 92.10 | 2001 census |
| 42 | Marshall Islands | 92.10 | 2006 |
| 43 | Australia | 92.00 | NA |
| 44 | Kosovo | 92.00 | 2008 |
| 45 | American Samoa | 91.60 | 2000 census |
| 46 | Germany | 91.50 | NA |
| 47 | China | 91.50 | 2000 census |
| 48 | Jamaica | 91.20 | 2001 census |
| 49 | Austria | 91.10 | 2001 census |
| 50 | Antigua and Barbuda | 91.00 | 2001 census |
| 51 | Azerbaijan | 90.60 | NA |
| 52 | Czech Republic | 90.40 | 2001 census |
| 53 | Syria | 90.30 | NA |
| 54 | Anguilla | 90.10 | 2001 census |
| 55 | Saudi Arabia | 90.00 | NA |
| 56 | Honduras | 90.00 | NA |
| 57 | Cambodia | 90.00 | NA |
| 58 | El Salvador | 90.00 | NA |
| 59 | Croatia | 89.60 | 2001 census |
| 60 | Romania | 89.50 | 2002 census |
| 61 | Greenland | 89.00 | 2009 |
| 62 | Uruguay | 88.00 | NA |
| 63 | Cook Islands | 87.70 | 2001 census |
| 64 | Turks and Caicos Islands | 87.60 | NA |
| 65 | Namibia | 87.50 | NA |
| 66 | Ireland | 87.40 | 2006 census |
| 67 | Dominica | 86.80 | 2001 census |
| 68 | Slovakia | 85.80 | 2001 census |
| 69 | Equatorial Guinea | 85.70 | 1994 census |
| 70 | Vietnam | 85.70 | 1999 census |
| 71 | Burundi | 85.00 | NA |
| 72 | Somalia | 85.00 | NA |
| 73 | Turkmenistan | 85.00 | 2003 |
| 74 | Bahamas, The | 85.00 | NA |
| 75 | Lithuania | 84.00 | 2009 |
| 76 | Taiwan | 84.00 | NA |
| 77 | Rwanda | 84.00 | NA |
| 78 | Georgia | 83.80 | 2002 census |
| 79 | Belarus | 83.70 | 2009 census |
| 80 | Slovenia | 83.10 | 2002 census |
| 81 | West Bank | 83.00 | NA |
| 82 | Serbia | 82.90 | 2002 census |
| 83 | Saint Lucia | 82.50 | 2001 census |
| 84 | British Virgin Islands | 82.00 | 2008 |
| 85 | Grenada | 82.00 | NA |
| 86 | Netherlands | 80.70 | 2008 est. |
| 87 | Uzbekistan | 80.00 | NA |
| 88 | Aruba | 80.00 | NA |
| 89 | United States | 79.96 | NA |
| 90 | Tajikistan | 79.90 | 2000 census |
| 91 | Russia | 79.80 | 2002 census |
| 92 | Botswana | 79.00 | NA |
| 93 | South Africa | 79.00 | 2001 census |
| 94 | Moldova | 78.20 | NA |
| 95 | Niue | 78.20 | 2001 census |
| 96 | French Polynesia | 78.00 | NA |
| 97 | Ukraine | 77.80 | 2001 census |
| 98 | Cyprus | 77.00 | 2001 |
| 99 | Bulgaria | 76.90 | 2011 census |
| 100 | Singapore | 76.80 | 2000 census |
| 101 | Israel | 76.40 | NA |
| 102 | Virgin Islands | 76.20 | 2000 census |
| 103 | Puerto Rico | 76.20 | 2007 |
| 104 | Thailand | 75.00 | NA |
| 105 | Sri Lanka | 73.80 | NA |
| 106 | Dominican Republic | 73.00 | NA |
| 107 | India | 72.00 | 2000 |
| 108 | Cape Verde | 71.00 | NA |
| 109 | Panama | 70.00 | NA |
| 110 | Christmas Island | 70.00 | 2001 |
| 111 | Palau | 69.90 | 2000 census |
| 112 | Nicaragua | 69.00 | NA |
| 113 | Estonia | 68.70 | 2008 census |
| 114 | Mauritius | 68.00 | NA |
| 115 | Burma | 68.00 | NA |
| 116 | Brunei | 66.30 | 2004 est. |
| 117 | Saint Vincent and the Grenadines | 66.00 | NA |
| 118 | Liechtenstein | 65.60 | 2000 census |
| 119 | Cuba | 65.10 | 2002 census |
| 120 | Switzerland | 65.00 | NA |
| 121 | Ecuador | 65.00 | NA |
| 122 | Kyrgyzstan | 64.90 | 1999 census |
| 123 | Macedonia | 64.20 | 2002 census |
| 124 | Luxembourg | 63.10 | 2000 census |
| 125 | Kazakhstan | 63.10 | 1999 census |
| 126 | Iran | 61.00 | NA |
| 127 | Mexico | 60.00 | NA |
| 128 | Djibouti | 60.00 | NA |
| 129 | Guatemala | 59.40 | 2001 census |
| 130 | Latvia | 59.30 | 2009 |
| 131 | Belgium | 58.00 | NA |
| 132 | Nauru | 58.00 | NA |
| 133 | Colombia | 58.00 | NA |
| 134 | Fiji | 57.30 | 2007 census |
| 135 | New Zealand | 56.80 | 2006 Census |
| 136 | Northern Mariana Islands | 56.30 | 2000 census |
| 137 | Niger | 55.40 | 2001 census |
| 138 | Svalbard | 55.40 | 1998 |
| 139 | Eritrea | 55.00 | NA |
| 140 | Laos | 55.00 | 2005 census |
| 141 | Bermuda | 54.80 | 2000 census |
| 142 | Bahrain | 54.00 | 2010 census |
| 143 | Brazil | 53.70 | 2000 census |
| 144 | Jersey | 51.10 | 2001 census |
| 145 | Malaysia | 50.40 | 2004 est. |
| 146 | Bhutan | 50.00 | NA |
| 147 | Saint Helena, Ascension, and Tristan da Cunha | 50.00 | NA |
| 148 | United Arab Emirates | 50.00 | NA |
| 149 | Mali | 50.00 | NA |
| 150 | Micronesia, Federated States of | 48.80 | 2000 census |
| 151 | Belize | 48.70 | 2000 census |
| 152 | Congo, Republic of the | 48.00 | NA |
| 153 | Bosnia and Herzegovina | 48.00 | NA |
| 154 | Monaco | 47.00 | NA |
| 155 | Bahrain | 46.00 | 2010 census |
| 156 | Ghana | 45.30 | 2000 census |
| 157 | Peru | 45.00 | NA |
| 158 | Kuwait | 45.00 | NA |
| 159 | Pakistan | 44.68 | NA |
| 160 | Svalbard | 44.30 | 1998 |
| 161 | New Caledonia | 44.10 | 1996 census |
| 162 | Guyana | 43.50 | 2002 census |
| 163 | Senegal | 43.30 | NA |
| 164 | Montenegro | 43.00 | 2003 census |
| 165 | Andorra | 43.00 | 1998 |
| 166 | Cote d'Ivoire | 42.10 | 1998 |
| 167 | Afghanistan | 42.00 | NA |
| 168 | Indonesia | 40.60 | 2000 census |
| 169 | Guinea | 40.00 | NA |
| 170 | Trinidad and Tobago | 40.00 | 2000 census |
| 171 | Mauritania | 40.00 | NA |
| 172 | Qatar | 40.00 | NA |
| 173 | Cayman Islands | 40.00 | NA |
| 174 | Benin | 39.20 | 2002 census |
| 175 | Brazil | 38.50 | 2000 census |
| 176 | Fiji | 37.60 | 2007 census |
| 177 | Trinidad and Tobago | 37.50 | 2000 census |
| 178 | Bosnia and Herzegovina | 37.10 | NA |
| 179 | Guam | 37.10 | 2000 census |
| 180 | Suriname | 37.00 | NA |
| 181 | Peru | 37.00 | NA |
| 182 | Angola | 37.00 | NA |
| 183 | Northern Mariana Islands | 36.30 | 2000 census |
| 184 | Bhutan | 35.00 | NA |
| 185 | Sierra Leone | 35.00 | 2008 census |
| 186 | Kuwait | 35.00 | NA |
| 187 | Djibouti | 35.00 | NA |
| 188 | Jersey | 34.80 | 2001 census |
| 189 | Ethiopia | 34.50 | 2007 Census |
| 190 | Liechtenstein | 34.40 | 2000 census |
| 191 | New Caledonia | 34.10 | 1996 census |
| 192 | Bermuda | 34.10 | 2000 census |
| 193 | Central African Republic | 33.00 | NA |
| 194 | Andorra | 33.00 | 1998 |
| 195 | Nepal | 32.70 | 2001 census |
| 196 | Malawi | 32.60 | NA |
| 197 | Montenegro | 32.00 | 2003 census |
| 198 | Belgium | 31.00 | NA |
| 199 | Sierra Leone | 31.00 | 2008 census |
| 200 | Suriname | 31.00 | NA |
| 201 | Cameroon | 31.00 | NA |
| 202 | Guyana | 30.20 | 2002 census |
| 203 | Bolivia | 30.00 | NA |
| 204 | Eritrea | 30.00 | NA |
| 205 | Mexico | 30.00 | NA |
| 206 | Mauritania | 30.00 | NA |
| 207 | Mauritania | 30.00 | NA |
| 208 | Bolivia | 30.00 | NA |
| 209 | Guinea | 30.00 | NA |
| 210 | Indonesia | 29.90 | 2000 census |
| 211 | Uganda | 29.60 | 2002 census |
| 212 | Nigeria | 29.00 | NA |
| 213 | Philippines | 28.10 | 2000 census |
| 214 | Canada | 28.00 | NA |
| 215 | Cape Verde | 28.00 | NA |
| 216 | Latvia | 27.80 | 2009 |
| 217 | Chad | 27.70 | 1993 census |
| 218 | Mauritius | 27.00 | NA |
| 219 | Afghanistan | 27.00 | NA |
| 220 | Central African Republic | 27.00 | NA |
| 221 | Ethiopia | 26.90 | 2007 Census |
| 222 | Guam | 26.30 | 2000 census |
| 223 | Nauru | 26.00 | NA |
| 224 | Laos | 26.00 | 2005 census |
| 225 | Canada | 26.00 | NA |
| 226 | Estonia | 25.60 | 2008 census |
