CIA - The World Factbook --  ELECTRICITY - IMPORTS

Electricity - imports is the total imported electricity in kilowatt-hours.

| Rank | Country | (KWH) | Date of Information |
| --- | --- | --- | --- |
| 1 | European Union | 349,500,000,000 | 2013 est. |
| 2 | United States | 63,610,000,000 | 2013 est. |
| 3 | Italy | 44,330,000,000 | 2013 est. |
| 4 | Brazil | 40,330,000,000 | 2013 est. |
| 5 | Germany | 39,160,000,000 | 2013 est. |
| 6 | Netherlands | 33,250,000,000 | 2013 est. |
| 7 | Switzerland | 29,870,000,000 | 2013 est. |
| 8 | Austria | 29,370,000,000 | 2015 est. |
| 9 | United Kingdom | 20,500,000,000 | 2014 est. |
| 10 | Hungary | 18,150,000,000 | 2015 est. |
| 11 | Finland | 17,590,000,000 | 2013 est. |
| 12 | Belgium | 17,240,000,000 | 2013 est. |
| 13 | Slovakia | 12,960,000,000 | 2014 est. |
| 14 | Canada | 12,800,000,000 | 2014 est. |
| 15 | Sweden | 12,670,000,000 | 2013 est. |
| 16 | Thailand | 12,570,000,000 | 2013 est. |
| 17 | Uzbekistan | 12,180,000,000 | 2012 est. |
| 18 | France | 11,690,000,000 | 2013 est. |
| 19 | Denmark | 11,460,000,000 | 2013 est. |
| 20 | Hong Kong | 10,710,000,000 | 2013 est. |
| 21 | Czechia | 10,570,000,000 | 2013 est. |
| 22 | Spain | 10,200,000,000 | 2013 est. |
| 23 | South Africa | 9,428,000,000 | 2013 est. |
| 24 | Russia | 8,870,000,000 | 2014 est. |
| 25 | Mozambique | 8,304,000,000 | 2012 est. |
| 26 | Iraq | 8,201,000,000 | 2013 est. |
| 27 | Argentina | 8,116,000,000 | 2012 est. |
| 28 | Portugal | 8,100,000,000 | 2013 est. |
| 29 | Lithuania | 8,073,000,000 | 2013 est. |
| 30 | Poland | 7,800,000,000 | 2013 est. |
| 31 | Slovenia | 7,522,000,000 | 2013 est. |
| 32 | Turkey | 7,425,000,000 | 2013 est. |
| 33 | Luxembourg | 6,889,000,000 | 2013 est. |
| 34 | Serbia | 6,864,000,000 | 2014 est. |
| 35 | China | 6,750,000,000 | 2014 |
| 36 | Belarus | 6,716,000,000 | 2013 est. |
| 37 | Croatia | 6,592,000,000 | 2014 est. |
| 38 | Norway | 6,300,000,000 | 2014 est. |
| 39 | Morocco | 5,660,000,000 | 2012 est. |
| 40 | Latvia | 5,005,000,000 | 2013 est. |
| 41 | West Bank | 4,909,000,000 | 2012 est. |
| 42 | India | 4,794,000,000 | 2012 est. |
| 43 | Greece | 4,705,000,000 | 2013 est. |
| 44 | Kazakhstan | 4,252,000,000 | 2012 est. |
| 45 | Bulgaria | 4,250,000,000 | 2015 est. |
| 46 | Iran | 3,897,000,000 | 2012 est. |
| 47 | Macau | 3,855,000,000 | 2012 est. |
| 48 | Estonia | 3,730,000,000 | 2014 est. |
| 49 | Botswana | 3,371,000,000 | 2012 est. |
| 50 | Albania | 3,355,000,000 | 2014 est. |
| 51 | Vietnam | 3,254,000,000 | 2012 est. |
| 52 | Macedonia | 3,073,000,000 | 2014 est. |
| 53 | Afghanistan | 3,071,000,000 | 2012 est. |
| 54 | Namibia | 2,907,000,000 | 2013 est. |
| 55 | Ireland | 2,508,000,000 | 2013 est. |
| 56 | Cambodia | 2,282,000,000 | 2013 est. |
| 57 | Bosnia and Herzegovina | 1,353,000,000 | 2013 est. |
| 58 | Syria | 1,234,000,000 | 2012 est. |
| 59 | Liechtenstein | 1,214,000,000 | 2012 |
| 60 | Zimbabwe | 1,201,000,000 | 2012 est. |
| 61 | Laos | 1,127,000,000 | 2012 est. |
| 62 | Romania | 1,070,000,000 | 2014 est. |
| 63 | Benin | 983,000,000 | 2012 est. |
| 64 | Togo | 959,000,000 | 2012 est. |
| 65 | Algeria | 936,000,000 | 2012 est. |
| 66 | Swaziland | 900,000,000 | 2012 est. |
| 67 | Kosovo | 875,000,000 | 2014 est. |
| 68 | Nepal | 793,000,000 | 2012 est. |
| 69 | Uruguay | 742,000,000 | 2012 est. |
| 70 | Moldova | 731,000,000 | 2014 est. |
| 71 | Guatemala | 664,000,000 | 2014 est. |
| 72 | Georgia | 615,000,000 | 2012 est. |
| 73 | Mexico | 607,000,000 | 2013 est. |
| 74 | Niger | 600,000,000 | 2012 est. |
| 75 | Burkina Faso | 500,000,000 | 2012 est. |
