CIA - The World Factbook --  Electricity - imports   

This entry is the total imported electricity in kilowatt-hours.

| Rank | country | (kWh) | Date of Information |
| --- | --- | --- | --- |
| 1 | World | 687,300,000,000 | 2010 est. |
| 2 | China | 55,450,000,000 | 2010 |
| 3 | Italy | 47,520,000,000 | 2011 est. |
| 4 | United States | 45,230,000,000 | 2010 est. |
| 5 | Germany | 42,960,000,000 | 2010 est. |
| 6 | France | 37,100,000,000 | 2010 est. |
| 7 | Brazil | 36,630,000,000 | 2010 est. |
| 8 | Switzerland | 33,400,000,000 | 2010 est. |
| 9 | Austria | 24,980,000,000 | 2011 est. |
| 10 | Canada | 18,790,000,000 | 2010 est. |
| 11 | Finland | 15,720,000,000 | 2010 est. |
| 12 | Hungary | 15,700,000,000 | 2011 est. |
| 13 | Netherlands | 15,580,000,000 | 2010 est. |
| 14 | Sweden | 14,930,000,000 | 2010 est. |
| 15 | Norway | 14,670,000,000 | 2010 est. |
| 16 | Belgium | 12,410,000,000 | 2010 est. |
| 17 | Iraq | 12,280,000,000 | 2012 est. |
| 18 | South Africa | 12,190,000,000 | 2010 est. |
| 19 | Uzbekistan | 11,580,000,000 | 2009 est. |
| 20 | Slovakia | 10,900,000,000 | 2011 est. |
| 21 | Hong Kong | 10,750,000,000 | 2011 est. |
| 22 | Denmark | 10,600,000,000 | 2010 est. |
| 23 | India | 10,530,000,000 | 2009 est. |
| 24 | Argentina | 10,300,000,000 | 2010 est. |
| 25 | Greece | 8,517,000,000 | 2010 est. |
| 26 | Belarus | 8,404,000,000 | 2009 est. |
| 27 | Colombia | 8,220,000,000 | 2011 est. |
| 28 | Lithuania | 8,170,000,000 | 2011 est. |
| 29 | Slovenia | 8,014,000,000 | 2010 est. |
| 30 | Mozambique | 7,869,000,000 | 2009 est. |
| 31 | Thailand | 7,812,000,000 | 2010 est. |
| 32 | Luxembourg | 7,280,000,000 | 2010 est. |
| 33 | United Kingdom | 7,144,000,000 | 2010 est. |
| 34 | Czech Republic | 6,642,000,000 | 2010 est. |
| 35 | Croatia | 6,600,000,000 | 2010 est. |
| 36 | Poland | 6,310,000,000 | 2010 est. |
| 37 | Portugal | 5,814,000,000 | 2010 est. |
| 38 | Zimbabwe | 5,497,000,000 | 2009 est. |
| 39 | Spain | 5,169,000,000 | 2010 est. |
| 40 | Morocco | 4,623,000,000 | 2009 est. |
| 41 | Latvia | 3,973,000,000 | 2010 est. |
| 42 | Kazakhstan | 3,700,000,000 | 2011 est. |
| 43 | Botswana | 2,890,000,000 | 2009 est. |
| 44 | Bosnia and Herzegovina | 2,887,000,000 | 2009 est. |
| 45 | Macau | 2,790,000,000 | 2010 est. |
| 46 | Macedonia | 2,634,000,000 | 2011 est. |
| 47 | Namibia | 2,202,000,000 | 2009 est. |
| 48 | Iran | 2,068,000,000 | 2009 est. |
| 49 | Serbia | 1,900,000,000 | 2011 |
| 50 | Ukraine | 1,894,000,000 | 2009 est. |
| 51 | Russia | 1,644,000,000 | 2010 est. |
| 52 | Montenegro | 1,500,000,000 | 2010 est. |
| 53 | Moldova | 1,464,000,000 | 2009 est. |
| 54 | Afghanistan | 1,377,000,000 | 2009 est. |
| 55 | Ecuador | 1,300,000,000 | 2009 est. |
| 56 | Bulgaria | 1,166,000,000 | 2010 est. |
| 57 | Lebanon | 1,155,000,000 | 2009 est. |
| 58 | Turkey | 1,144,000,000 | 2010 est. |
| 59 | Estonia | 1,100,000,000 | 2010 est. |
| 60 | Albania | 1,005,000,000 | 2010 est. |
| 61 | Laos | 999,000,000 | 2010 est. |
| 62 | Chile | 958,000,000 | 2010 est. |
| 63 | Benin | 866,000,000 | 2009 est. |
| 64 | Cambodia | 842,000,000 | 2009 est. |
| 65 | Romania | 767,000,000 | 2010 est. |
| 66 | Ireland | 732,000,000 | 2011 est. |
| 67 | Togo | 683,000,000 | 2009 est. |
| 68 | Mexico | 624,500,000 | 2010 est. |
| 69 | Swaziland | 597,000,000 | 2010 est. |
| 70 | West Bank | 550,000,000 | 2011 est. |
| 71 | Kyrgyzstan | 535,000,000 | 2008 est. |
| 72 | Guatemala | 525,600,000 | 2011 est. |
| 73 | Niger | 500,000,000 | 2009 est. |
| 74 | Andorra | 497,700,000 | 2009 |
| 75 | Georgia | 471,000,000 | 2011 est. |
| 76 | Uruguay | 470,000,000 | 2011 est. |
| 77 | Congo, Republic of the | 440,000,000 | 2009 est. |
| 78 | Jordan | 383,000,000 | 2009 est. |
| 79 | Algeria | 369,000,000 | 2009 est. |
| 80 | Tajikistan | 338,500,000 | 2010 est. |
| 81 | Armenia | 291,000,000 | 2009 est. |
| 82 | Vietnam | 281,000,000 | 2009 est. |
| 83 | Mongolia | 262,900,000 | 2010 |
| 84 | Venezuela | 260,000,000 | 2009 est. |
| 85 | El Salvador | 215,800,000 | 2011 est. |
| 86 | Ghana | 198,000,000 | 2009 est. |
| 87 | Egypt | 183,000,000 | 2009 est. |
| 88 | Bahrain | 168,000,000 | 2009 est. |
| 89 | Burkina Faso | 144,600,000 | 2009 est. |
| 90 | Tunisia | 122,000,000 | 2009 est. |
| 91 | Lesotho | 121,000,000 | 2010 est. |
| 92 | Azerbaijan | 110,000,000 | 2009 est. |
| 93 | Congo, Democratic Republic of the | 105,000,000 | 2009 est. |
| 94 | Rwanda | 80,000,000 | 2009 est. |
| 95 | Burundi | 80,000,000 | 2009 est. |
| 96 | Nepal | 74,000,000 | 2012 est. |
| 97 | Libya | 73,000,000 | 2009 est. |
| 98 | Panama | 71,000,000 | 2010 est. |
| 99 | Costa Rica | 62,000,000 | 2010 est. |
| 100 | Kenya | 38,000,000 | 2009 est. |
| 101 | Zambia | 33,000,000 | 2010 est. |
| 102 | Uganda | 29,000,000 | 2010 est. |
| 103 | Bhutan | 20,000,000 | 2009 est. |
| 104 | Malaysia | 12,000,000 | 2009 est. |
| 105 | Peru | 6,000,000 | 2011 est. |
| 106 | Nicaragua | 2,000,000 | 2009 est. |
| 107 | Gaza Strip | 193,000 | 2011 est. |
| 108 | Honduras | 100,000 | 2009 est. |
| 109 | Malta | 0 | 2011 est. |
| 110 | Oman | 0 | 2010 est. |
| 111 | Maldives | 0 | 2012 est. |
| 112 | New Caledonia | 0 | 2010 est. |
| 113 | Niue | 0 | 2010 est. |
| 114 | Vanuatu | 0 | 2010 est. |
| 115 | Nigeria | 0 | 2010 est. |
| 116 | Nauru | 0 | 2010 est. |
| 117 | Suriname | 0 | 2010 est. |
| 118 | New Zealand | 0 | 2010 est. |
| 119 | Paraguay | 0 | 2010 est. |
| 120 | Pakistan | 0 | 2010 est. |
| 121 | Papua New Guinea | 0 | 2010 est. |
| 122 | Guinea-Bissau | 0 | 2010 est. |
| 123 | Qatar | 0 | 2010 est. |
| 124 | Philippines | 0 | 2010 est. |
| 125 | Puerto Rico | 0 | 2010 est. |
| 126 | Saudi Arabia | 0 | 2010 est. |
| 127 | Saint Pierre and Miquelon | 0 | 2010 est. |
| 128 | Saint Kitts and Nevis | 0 | 2010 est. |
| 129 | Seychelles | 0 | 2010 est. |
| 130 | Senegal | 0 | 2010 est. |
| 131 | Saint Helena, Ascension, and Tristan da Cunha | 0 | 2010 est. |
| 132 | Sierra Leone | 0 | 2010 est. |
| 133 | Singapore | 0 | 2010 est. |
| 134 | Somalia | 0 | 2010 est. |
| 135 | Saint Lucia | 0 | 2010 est. |
| 136 | Sudan | 0 | 2010 est. |
| 137 | Syria | 0 | 2010 est. |
| 138 | Trinidad and Tobago | 0 | 2010 est. |
| 139 | Turks and Caicos Islands | 0 | 2010 est. |
| 140 | Tonga | 0 | 2010 est. |
| 141 | Sao Tome and Principe | 0 | 2010 est. |
| 142 | Timor-Leste | 0 | 2011 est. |
| 143 | Taiwan | 0 | 2010 est. |
| 144 | Turkmenistan | 0 | 2009 est. |
| 145 | Tanzania | 0 | 2008 est. |
| 146 | Saint Vincent and the Grenadines | 0 | 2010 est. |
| 147 | British Virgin Islands | 0 | 2010 est. |
| 148 | Virgin Islands | 0 | 2010 est. |
| 149 | Western Sahara | 0 | 2010 est. |
| 150 | Samoa | 0 | 2010 est. |
| 151 | Yemen | 0 | 2010 est. |
| 152 | Aruba | 0 | 2010 est. |
| 153 | Antigua and Barbuda | 0 | 2010 est. |
| 154 | United Arab Emirates | 0 | 2010 est. |
| 155 | Angola | 0 | 2010 est. |
| 156 | American Samoa | 0 | 2010 est. |
| 157 | Australia | 0 | 2010 est. |
| 158 | Barbados | 0 | 2010 est. |
| 159 | Bermuda | 0 | 2010 est. |
| 160 | Bahamas, The | 0 | 2010 est. |
| 161 | Bangladesh | 0 | 2010 est. |
| 162 | Belize | 0 | 2010 est. |
| 163 | Bolivia | 0 | 2010 est. |
| 164 | Burma | 0 | 2010 est. |
| 165 | Solomon Islands | 0 | 2010 est. |
| 166 | Brunei | 0 | 2010 est. |
| 167 | Curacao | 0 | 2009 est. |
| 168 | Chad | 0 | 2010 est. |
| 169 | Sri Lanka | 0 | 2012 est. |
| 170 | Cayman Islands | 0 | 2010 est. |
| 171 | Cameroon | 0 | 2010 est. |
