CIA - The World Factbook --  Electricity - imports   

This entry is the total imported electricity in kilowatt-hours.

| Rank | country | (kWh) | Date of Information |
| --- | --- | --- | --- |
| 1 | United States | 59,260,000,000 | 2012 est. |
| 2 | Germany | 46,270,000,000 | 2012 est. |
| 3 | Italy | 46,040,000,000 | 2012 est. |
| 4 | Brazil | 38,430,000,000 | 2011 est. |
| 5 | Switzerland | 32,250,000,000 | 2012 est. |
| 6 | Netherlands | 32,160,000,000 | 2012 est. |
| 7 | Austria | 23,260,000,000 | 2012 est. |
| 8 | Finland | 19,090,000,000 | 2012 est. |
| 9 | Hungary | 16,970,000,000 | 2012 est. |
| 10 | Belgium | 16,850,000,000 | 2012 est. |
| 11 | Denmark | 15,920,000,000 | 2012 est. |
| 12 | Slovakia | 13,880,000,000 | 2012 est. |
| 13 | United Kingdom | 13,790,000,000 | 2012 est. |
| 14 | France | 12,520,000,000 | 2012 est. |
| 15 | Iraq | 12,280,000,000 | 2012 est. |
| 16 | Uzbekistan | 12,000,000,000 | 2010 est. |
| 17 | South Africa | 11,890,000,000 | 2011 est. |
| 18 | Sweden | 11,680,000,000 | 2012 est. |
| 19 | Czech Republic | 11,590,000,000 | 2012 est. |
| 20 | Canada | 11,390,000,000 | 2012 est. |
| 21 | Hong Kong | 11,150,000,000 | 2012 est. |
| 22 | Portugal | 10,760,000,000 | 2012 est. |
| 23 | Argentina | 10,300,000,000 | 2010 est. |
| 24 | Poland | 9,803,000,000 | 2012 est. |
| 25 | Thailand | 9,575,000,000 | 2012 est. |
| 26 | Croatia | 8,799,000,000 | 2012 est. |
| 27 | Mozambique | 8,537,000,000 | 2012 est. |
| 28 | Colombia | 8,220,000,000 | 2011 est. |
| 29 | Spain | 8,209,000,000 | 2012 est. |
| 30 | Belarus | 7,767,000,000 | 2010 est. |
| 31 | China | 6,874,000,000 | 2012 |
| 32 | Luxembourg | 6,684,000,000 | 2012 est. |
| 33 | Greece | 5,946,000,000 | 2012 est. |
| 34 | India | 5,700,000,000 | 2011 est. |
| 35 | Zimbabwe | 5,338,000,000 | 2010 est. |
| 36 | Slovenia | 5,002,000,000 | 2012 est. |
| 37 | Turkey | 4,362,000,000 | 2012 est. |
| 38 | Norway | 4,168,000,000 | 2012 est. |
| 39 | Latvia | 4,009,000,000 | 2011 est. |
| 40 | Morocco | 3,940,000,000 | 2010 est. |
| 41 | Macau | 3,860,000,000 | 2012 est. |
| 42 | Kazakhstan | 3,700,000,000 | 2011 est. |
| 43 | Albania | 3,475,000,000 | 2011 est. |
| 44 | Moldova | 3,145,000,000 | 2011 est. |
| 45 | Bosnia and Herzegovina | 3,076,000,000 | 2010 est. |
| 46 | Iran | 3,015,000,000 | 2010 est. |
| 47 | Botswana | 2,985,000,000 | 2010 est. |
| 48 | Estonia | 2,710,000,000 | 2012 est. |
| 49 | Vietnam | 2,700,000,000 | 2012 est. |
| 50 | Macedonia | 2,692,000,000 | 2012 est. |
| 51 | Russia | 2,661,000,000 | 2012 est. |
| 52 | Indonesia | 2,542,000,000 | 2011 est. |
| 53 | Namibia | 2,519,000,000 | 2012 est. |
| 54 | Ukraine | 1,909,000,000 | 2010 est. |
| 55 | Cambodia | 1,830,000,000 | 2011 est. |
| 56 | Jordan | 1,738,000,000 | 2011 est. |
| 57 | Afghanistan | 1,572,000,000 | 2010 est. |
| 58 | Serbia | 1,500,000,000 | 2012 |
| 59 | Bulgaria | 1,450,000,000 | 2011 est. |
| 60 | Ecuador | 1,300,000,000 | 2010 est. |
| 61 | Lebanon | 1,245,000,000 | 2010 est. |
| 62 | Lithuania | 1,170,000,000 | 2012 est. |
| 63 | Romania | 1,040,000,000 | 2011 est. |
| 64 | Laos | 1,000,000,000 | 2010 est. |
| 65 | Benin | 935,000,000 | 2010 est. |
| 66 | Algeria | 736,000,000 | 2010 est. |
| 67 | Chile | 734,000,000 | 2011 est. |
| 68 | Montenegro | 732,000,000 | 2010 est. |
| 69 | Ireland | 724,000,000 | 2012 est. |
