CIA - The World Factbook -- Field Listing - Merchant marine

| Country | Merchant marine |
| **Burma** | *total:* 33 ships (1,000 GRT or over) 352,765 GRT/536,396 DWT |
| | *ships by type:* bulk 7, cargo 21, container 1, passenger/cargo 3, petroleum tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 5, Japan 4 (2002 est.) |
| **Cambodia** | *total:* 527 ships (1,000 GRT or over) 2,328,371 GRT/3,294,028 DWT |
| | *ships by type:* bulk 49, cargo 412, chemical tanker 2, combination bulk 4, container 17, liquefied gas 1, livestock carrier 2, multi-functional large-load carrier 1, passenger/cargo 1, petroleum tanker 18, refrigerated cargo 11, roll on/roll off 7, short-sea passenger 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Aruba 1, Belize 11, Bulgaria 3, Cambodia 194, Canada 4, China 25, Cyprus 14, Egypt 10, Estonia 2, France 1, Georgia 1, Germany 1, Gibraltar 1, Greece 13, Honduras 8, Hong Kong 12, Iceland 1, Indonesia 2, Iran 1, Ireland 1, Italy 2, Japan 2, Jordan 1, North Korea, 1, South Korea, 25, Latvia 3, Lebanon 6, Liberia 7, Malaysia 1, Malta 1, Marshall Islands 4, Netherlands 1, Norway 1, Panama 10, Romania 2, Russia 75, Saint Kitts and Nevis 4, Saint Vincent and the Grenadines 5, Singapore 17, Syria 20, Turkey 18, Ukraine 16, United Arab Emirates 3, United Kingdom 1, United States 5, Vietnam 3 (2002 est.) |
| **Canada** | *total:* 122 ships (1,000 GRT or over) 1,840,272 GRT/2,740,864 DWT |
| | *ships by type:* barge carrier 1, bulk 64, cargo 11, chemical tanker 6, combination bulk 2, combination ore/oil 1, container 1, passenger 2, passenger/cargo 1, petroleum tanker 18, railcar carrier 2, roll on/roll off 9, short-sea passenger 3, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 3, Monaco 16, United Kingdom 1, United States 1 (2002 est.) |
| **Cape Verde** | *total:* 4 ships (1,000 GRT or over) 5,395 GRT/6,614 DWT |
| | *ships by type:* cargo 2, chemical tanker 1, passenger/cargo 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: United Kingdom 1 (2002 est.) |
| **Cayman Islands** | *total:* 123 ships (1,000 GRT or over) 2,402,058 GRT/3,792,094 DWT |
| | *ships by type:* bulk 22, cargo 5, chemical tanker 31, container 2, liquefied gas 1, petroleum tanker 21, refrigerated cargo 35, roll on/roll off 5, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Bahrain 2, China 1, Germany 4, Greece 27, Hong Kong 3, Italy 2, Japan 1, Norway 14, Sweden 13, United Kingdom 15, United States 35 (2002 est.) |
| **Chile** | *total:* 50 ships (1,000 GRT or over) 696,202 GRT/900,317 DWT |
| | *ships by type:* bulk 9, cargo 6, chemical tanker 9, container 4, liquefied gas 2, passenger 4, petroleum tanker 6, roll on/roll off 6, vehicle carrier 4 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Netherlands 1 (2002 est.) |
| **China** | *total:* 1,817 ships (1,000 GRT or over) 18,047,962 GRT/27,035,740 DWT |
| | *ships by type:* barge carrier 2, bulk 348, cargo 824, chemical tanker 28, combination bulk 10, combination ore/oil 2, container 150, liquefied gas 28, multi-functional large-load carrier 6, passenger 6, passenger/cargo 47, petroleum tanker 267, refrigerated cargo 26, roll on/roll off 21, short-sea passenger 42, specialized tanker 8, vehicle carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Croatia 1, Germany 1, Hong Kong 16, Japan 2, Panama 2, South Korea 1, Spain 1, Taiwan 9, Tanzania 1, Turkey 1 (2002 est.) |
| **Christmas Island** | none (2002 est.) |
| **Cocos (Keeling) Islands** | none (2002 est.) |
| **Colombia** | *total:* 15 ships (1,000 GRT or over) 51,445 GRT/55,930 DWT |
| | *ships by type:* bulk 5, cargo 6, container 1, petroleum tanker 3 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Germany 1 (2002 est.) |
| **Comoros** | *total:* 28 ships (1,000 GRT or over) 432,132 GRT/796,734 DWT |
| | *ships by type:* bulk 4, cargo 15, chemical tanker 1, petroleum tanker 5, refrigerated cargo 1, specialized tanker 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Malta 1, Pakistan 1, Turkey 1 (2002 est.) |
| **Congo, Democratic Republic of the** | none (2002 est.) |
| **Costa Rica** | *total:* 1 ships (1,000 GRT or over) 1,716 GRT/ DWT |
| | *ships by type:* passenger 1 (2002 est.) |
| **Croatia** | *total:* 56 ships (1,000 GRT or over) 765,830 GRT/1,188,948 DWT |
| | *ships by type:* bulk 14, cargo 16, chemical tanker 4, combination bulk 5, multi-functional large-load carrier 3, passenger 1, petroleum tanker 2, refrigerated cargo 3, roll on/roll off 6, short-sea passenger 3 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Hong Kong 1 (2002 est.) |
| **Cuba** | *total:* 15 ships (1,000 GRT or over) 59,257 GRT/90,295 DWT |
| | *ships by type:* bulk 3, cargo 5, chemical tanker 1, liquefied gas 1, petroleum tanker 3, refrigerated cargo 2 (2002 est.) |
| **Cyprus** | *total:* 1,180 ships (1,000 GRT or over) 23,106,229 GRT/37,032,163 DWT |
| | *ships by type:* bulk 421, cargo 325, chemical tanker 25, combination bulk 24, combination ore/oil 2, container 151, liquefied gas 2, passenger 8, passenger/cargo 1, petroleum tanker 124, refrigerated cargo 45, roll on/roll off 37, short-sea passenger 9, specialized tanker 3, vehicle carrier 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Austria 12, Belgium 2, Bulgaria 2, Canada 3, Chile 2, China 16, Croatia 2, Cuba 11, Finland 1, Germany 229, Greece 607, Guam 1, Hong Kong 6, India 6, Iran 1, Ireland 1, Israel 5, Italy 1, Japan 26, Latvia 14, Lebanon 1, Lithuania 2, Mexico 1, Monaco 10, Netherlands 30, Norway 23, Panama 1, Philippines 2, Poland 19, Portugal 2, Russia 57, Singapore 2, Slovenia 2, South Korea 4, Spain 7, Sudan 2, Sweden 6, Switzerland 4, Turkey 1, Ukraine 1, United Arab Emirates 13, United Kingdom 6, United States 4, Vietnam 1 (2002 est.) |
| **Denmark** | *total:* 282 ships (1,000 GRT or over) 6,714,557 GRT/8,715,716 DWT |
| | *ships by type:* bulk 5, cargo 85, chemical tanker 29, container 77, liquefied gas 19, livestock carrier 5, petroleum tanker 28, railcar carrier 1, refrigerated cargo 12, roll on/roll off 11, short-sea passenger 6, specialized tanker 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Greenland 1, Indonesia 1, Netherlands 1, Norway 9, United Kingdom 1 (2002 est.) |
| **Dominica** | none (2002 est.) |
| **Dominican Republic** | *total:* 1 ships (1,000 GRT or over) 1,587 GRT/1,165 DWT |
| | *ships by type:* cargo 1 (2002 est.) |
| **East Timor** | *total:* NA |
| | *ships by type:* NA |
| **Ecuador** | *total:* 33 ships (1,000 GRT or over) 239,276 GRT/392,048 DWT |
| | *ships by type:* cargo 2, chemical tanker 3, liquefied gas 1, passenger 3, petroleum tanker 23, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Chile 1, Greece 1 (2002 est.) |
| **Egypt** | *total:* 170 ships (1,000 GRT or over) 1,284,197 GRT/1,907,734 DWT |
| | *ships by type:* bulk 20, cargo 50, container 5, liquefied gas 1, passenger 63, petroleum tanker 15, roll on/roll off 13, short-sea passenger 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 1, Germany 1, Greece 6, Lebanon 3, Monaco 1, Ukraine 1 (2002 est.) |
| **El Salvador** | none (2002 est.) |
| **Equatorial Guinea** | *total:* 3 ships (1,000 GRT or over) 7,571 GRT/9,670 DWT |
| | *ships by type:* bulk 1, cargo 1, passenger/cargo 1 (2002 est.) |
| **Eritrea** | *total:* 6 ships (1,000 GRT or over) 19,100 GRT/23,399 DWT |
| | *ships by type:* bulk 1, cargo 2, liquefied gas 1, petroleum tanker 1, roll on/roll off 1 (2002 est.) |
| **Estonia** | *total:* 33 ships (1,000 GRT or over) 200,807 GRT/169,899 DWT |
| | *ships by type:* bulk 2, cargo 13, container 5, petroleum tanker 2, roll on/roll off 6, short-sea passenger 5 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Liberia 1 (2002 est.) |
| **Ethiopia** | *total:* 9 ships (1,000 GRT or over) 81,933 GRT/101,287 DWT |
| | *ships by type:* cargo 5, container 1, petroleum tanker 1, roll on/roll off 2 (2002 est.) |
| **Falkland Islands (Islas Malvinas)** | none (2002 est.) |
| **Faroe Islands** | *total:* 7 ships (1,000 GRT or over) 100,951 GRT/139,396 DWT |
| | *ships by type:* cargo 2, petroleum tanker 2, refrigerated cargo 1, roll on/roll off 1, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 3, Norway 1, United Kingdom 1 (2002 est.) |
| **Fiji** | *total:* 6 ships (1,000 GRT or over) 11,870 GRT/14,787 DWT |
| | *ships by type:* chemical tanker 2, passenger 1, petroleum tanker 1, roll on/roll off 1, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Singapore 4 (2002 est.) |
| **Finland** | *total:* 93 ships (1,000 GRT or over) 1,181,687 GRT/1,185,653 DWT |
| | *ships by type:* bulk 9, cargo 24, chemical tanker 5, container 1, passenger 2, petroleum tanker 11, roll on/roll off 32, short-sea passenger 9 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Sweden 1 (2002 est.) |
| **France** | *total:* 35 ships (1,000 GRT or over) 749,570 GRT/939,134 DWT |
| | *ships by type:* cargo 4, chemical tanker 9, liquefied gas 4, passenger 2, petroleum tanker 10, roll on/roll off 2, short-sea passenger 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: French Polynesia 2, Greece 1, Japan 1, Norway 1, Sweden 9 (2002 est.) |
| **French Guiana** | none (2002 est.) |
| **French Polynesia** | *total:* 7 ships (1,000 GRT or over) 12,679 GRT/13,915 DWT |
| | *ships by type:* cargo 2, passenger/cargo 3, refrigerated cargo 1, roll on/roll off 1 (2002 est.) |
| **French Southern and Antarctic Lands** | *total:* 73 ships (1,000 GRT or over) 3,596,194 GRT/5,924,475 DWT |
| | *ships by type:* bulk 4, cargo 4, chemical tanker 14, container 15, liquefied gas 5, passenger 1, petroleum tanker 17, roll on/roll off 11, vehicle carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 2, France 62, Japan 3, Monaco 1, Norway 5, Sweden 1 (2002 est.) |
| **Gambia, The** | none (2002 est.) |
| **Georgia** | *total:* 116 ships (1,000 GRT or over) 483,028 GRT/713,461 DWT |
| | *ships by type:* bulk 16, cargo 72, chemical tanker 1, container 11, petroleum tanker 11, refrigerated cargo 2, roll on/roll off 2, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belize 1, Bulgaria 1, Cyprus 1, Ecuador 1, Egypt 4, Gibraltar 1, Greece 5, Jordan 1, Latvia 1, Liberia 1, Malta 1, Panama 9, Romania 8, Russia 4, Saint Kitts and Nevis 3, Saint Vincent and the Grenadines 3, Saudi Arabia 2, Syria 5, Turkey 2, Ukraine 7, UAE 11, UK 1, US 1 (2002 est.) |
| **Germany** | *total:* 337 ships (1,000 GRT or over) 6,036,397 GRT/7,334,067 DWT |
| | *ships by type:* cargo 94, chemical tanker 15, container 203, liquefied gas 3, passenger 3, petroleum tanker 5, railcar carrier 2, refrigerated cargo 1, roll on/roll off 4, short-sea passenger 7 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Chile 1, Finland 5, Iceland 1, Netherlands 3, Switzerland 1 (2002 est.) |
| **Ghana** | *total:* 9 ships (1,000 GRT or over) 20,559 GRT/27,531 DWT |
| | *ships by type:* petroleum tanker 3, refrigerated cargo 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Brazil 1, Saint Vincent and the Grenadines 1, Spain 1 (2002 est.) |
| **Gibraltar** | *total:* 114 ships (1,000 GRT or over) 1,008,140 GRT/1,435,595 DWT |
| | *ships by type:* bulk 2, cargo 58, chemical tanker 14, container 20, multi-functional large-load carrier 3, passenger 2, petroleum tanker 13, roll on/roll off 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 1, Cyprus 1, France 2, Germany 55, Greece 6, Ireland 1, Monaco 2, Norway 3, United Kingdom 13 (2002 est.) |
| **Greece** | *total:* 813 ships (1,000 GRT or over) 29,173,608 GRT/51,184,723 DWT |
| | *ships by type:* bulk 289, cargo 59, chemical tanker 32, combination bulk 6, combination ore/oil 4, container 47, liquefied gas 7, passenger 14, petroleum tanker 281, refrigerated cargo 1, roll on/roll off 18, short-sea passenger 49, specialized tanker 4, vehicle carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Ireland 1, Japan 1, Liberia 1, Norway 1, Panama 2, Russia 1, Saudi Arabia 1, United Kingdom 1 (2002 est.) |
| **Greenland** | *total:* 3 ships (1,000 GRT or over) 4,593 GRT/3,640 DWT |
| | *ships by type:* cargo 2, passenger 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Denmark 1 (2002 est.) |
| **Grenada** | none (2002 est.) |
| **Guadeloupe** | *total:* 1 ships (1,000 GRT or over) 1,240 GRT/109 DWT |
| | *ships by type:* passenger 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: France 1 (2002 est.) |
| **Guam** | none (2002 est.) |
| **Guatemala** | none (2002 est.) |
| **Guernsey** | none (2002 est.) |
| **Guinea** | none (2002 est.) |
| **Guinea-Bissau** | none (2002 est.) |
| **Guyana** | *total:* 2 ships (1,000 GRT or over) 2,929 GRT/4,507 DWT |
| | *ships by type:* cargo 2 (2002 est.) |
| **Haiti** | none (2002 est.) |
| **Honduras** | *total:* 250 ships (1,000 GRT or over) 680,784 GRT/765,815 DWT |
| | *ships by type:* bulk 18, cargo 140, chemical tanker 4, container 7, livestock carrier 2, passenger 2, passenger/cargo 3, petroleum tanker 55, refrigerated cargo 10, roll on/roll off 4, short-sea passenger 4, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 1, Bahrain 1, Belize 1, British Virgin Islands 1, Bulgaria 1, China 8, Costa Rica 1, Cyprus 1, Egypt 6, El Salvador 1, Germany 1, Greece 18, Hong Kong 3, Indonesia 2, Italy 1, Japan 7, Lebanon 4, Liberia 4, Maldives 2, Marshall Islands 1, Mexico 1, Nigeria 1, Norway 1, Panama 14, Philippines 1, Romania 2, Russia 1, Saint Kitts and Nevis 3, Saint Vincent and the Grenadines 1, Singapore 24, South Korea 12, Spain 1, Syria 1, Taiwan 4, Tanzania 1, Trinidad and Tobago 1, Turkey 2, Turks and Caicos Islands 1, United Arab Emirates 6, UK 1, US 5, Vanuatu 1, Vietnam 1, Virgin Islands (UK) 1 (2002 est.) |
| **Hong Kong** | *total:* 549 ships (1,000 GRT or over) 16,176,728 GRT/27,119,764 DWT |
| | *ships by type:* barge carrier 1, bulk 315, cargo 66, chemical tanker 15, combination bulk 2, container 86, liquefied gas 16, multi-functional large-load carrier 1, petroleum tanker 40, refrigerated cargo 2, roll on/roll off 2, short-sea passenger 1, vehicle carrier 2, includes some foreign-owned ships registered here as a flag of convenience: Belgium 5, Belize 1, British Virgin Islands 1, China 115, Denmark 2, Germany 19, Greece 2, India 8, Japan 8, Liberia 1, Malaysia 7, Norway 1, Panama 2, Philippines 5, Singapore 7, South Korea 2, Taiwan 1, UK 27, Virgin Islands (UK) 1 |
| | *note:* (2002 est.) |
| **Hungary** | *total:* 1 ship (1,000 GRT or over) 3,784 GRT/5,500 DWT |
| | *ships by type:* cargo 1 |
| **Iceland** | *total:* 1 ships (1,000 GRT or over) 3,500 GRT/5,000 DWT |
| | *ships by type:* chemical tanker 1 (2002 est.) |
| **India** | *total:* 305 ships (1,000 GRT or over) 5,753,279 GRT/9,621,911 DWT |
| | *ships by type:* bulk 100, cargo 82, chemical tanker 15, combination bulk 2, combination ore/oil 2, container 10, liquefied gas 10, passenger/cargo 5, petroleum tanker 75, roll on/roll off 1, short-sea passenger 2, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: China 1, UAE 10, UK 1 (2002 est.) |
| **Indonesia** | *total:* 710 ships (1,000 GRT or over) 3,045,673 GRT/4,106,508 DWT |
| | *ships by type:* bulk 42, cargo 400, chemical tanker 15, container 56, liquefied gas 3, livestock carrier 1, passenger 9, passenger/cargo 13, petroleum tanker 127, refrigerated cargo 2, roll on/roll off 16, short-sea passenger 9, specialized tanker 11, vehicle carrier 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 1, Hong Kong 2, India 1, Japan 2, Malaysia 1, Monaco 3, Panama 1, Philippines 1, Singapore 11, South Korea 1, Switzerland 1, UK 2, US 1 (2002 est.) |
| **Iran** | *total:* 139 ships (1,000 GRT or over) 4,190,576 GRT/7,276,700 DWT |
| | *ships by type:* bulk 43, cargo 34, chemical tanker 4, container 10, liquefied gas 1, multi-functional large-load carrier 6, petroleum tanker 30, refrigerated cargo 1, roll on/roll off 9, short-sea passenger 1 (2002 est.) |
| **Iraq** | *total:* 18 ships (1,000 GRT or over) 119,433 GRT/170,221 DWT |
| | *ships by type:* cargo 9, passenger 1, passenger/cargo 1, petroleum tanker 6, roll on/roll off 1 (2002 est.) |
| **Ireland** | *total:* 26 ships (1,000 GRT or over) 110,913 GRT/128,017 DWT |
| | *ships by type:* bulk 4, cargo 20, container 1, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 2 (2002 est.) |
| **Israel** | *total:* 18 ships (1,000 GRT or over) 705,897 GRT/823,605 DWT |
| | *ships by type:* container 17, roll on/roll off 1 (2002 est.) |
| **Italy** | *total:* 462 ships (1,000 GRT or over) 8,518,900 GRT/9,963,040 DWT |
| | *ships by type:* bulk 43, cargo 39, chemical tanker 98, combination ore/oil 5, container 28, liquefied gas 39, multi-functional large-load carrier 1, passenger 14, petroleum tanker 67, refrigerated cargo 3, roll on/roll off 60, short-sea passenger 32, specialized tanker 11, vehicle carrier 22 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Croatia 1, Denmark 4, France 1, Greece 3, Man, Isle of 1, Monaco 7, Netherlands 6, Norway 1, Panama 2, Spain 1, Switzerland 1, Taiwan 15, Turkey 1, UK 6, US 12 (2002 est.) |
| **Jamaica** | *total:* 5 ships (1,000 GRT or over) 50,536 GRT/62,868 DWT |
| | *ships by type:* bulk 1, petroleum tanker 1, refrigerated cargo 2, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Latvia 2, US 2 (2002 est.) |
| **Japan** | *total:* 594 ships (1,000 GRT or over) 10,467,142 GRT/13,335,833 DWT |
| | *ships by type:* bulk 120, cargo 45, chemical tanker 18, combination bulk 28, combination ore/oil 1, container 18, liquefied gas 52, passenger 8, passenger/cargo 2, petroleum tanker 179, refrigerated cargo 9, roll on/roll off 59, short-sea passenger 6, vehicle carrier 49 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: China 1, Panama 1, Singapore 1 (2002 est.) |
