CIA -- The World Factbook -- Merchant marine

| Country | Merchant marine |
| **Estonia** | *total:*  44 ships (1,000 GRT or over) totaling 253,460 GRT/219,727 DWT |
| | *ships by type:*  bulk 2, cargo 19, combination bulk 1, container 5, petroleum tanker 1, roll on/roll off 10, short-sea passenger 6 (2000 est.) |
| **Ethiopia** | *total:*  11 ships (1,000 GRT or over) totaling 85,382 GRT/108,526 DWT |
| | *ships by type:*  cargo 6, container 1, petroleum tanker 1, roll on/roll off 3 (2000 est.) |
| **Falkland Islands (Islas Malvinas)** | none (2000 est.) |
| **Faroe Islands** | *total:*  6 ships (1,000 GRT or over) totaling 23,247 GRT/11,736 DWT |
| | *ships by type:*  cargo 2, petroleum tanker 1, refrigerated cargo 1, roll on/roll off 1, short-sea passenger 1 (2000 est.) |
| **Fiji** | *total:*  6 ships (1,000 GRT or over) totaling 11,870 GRT/14,787 DWT |
| | *ships by type:*  chemical tanker 2, passenger 1, petroleum tanker 1, roll on/roll off 1, specialized tanker 1 (2000 est.) |
| **Finland** | *total:*  98 ships (1,000 GRT or over) totaling 1,172,808 GRT/1,138,175 DWT |
| | *ships by type:*  bulk 9, cargo 23, chemical tanker 5, passenger 1, petroleum tanker 11, railcar carrier 1, roll on/roll off 37, short-sea passenger 11 (2000 est.) |
| **France** | *total:*  46 ships (1,000 GRT or over) totaling 942,333 GRT/1,304,754 DWT |
| | *ships by type:*  bulk 3, cargo 4, chemical tanker 6, combination bulk 1, container 1, liquefied gas 3, multi-functional large-load carrier 1, passenger 3, petroleum tanker 17, roll on/roll off 4, short-sea passenger 3 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Germany 1 (2000 est.) |
| **French Guiana** | none (2000 est.) |
| **French Polynesia** | *total:*  4 ships (1,000 GRT or over) totaling 5,240 GRT/7,765 DWT |
| | *ships by type:*  cargo 1, passenger/cargo 2, refrigerated cargo 1 (2000 est.) |
| **French Southern and Antarctic Lands** | *total:*  74 ships (1,000 GRT or over) totaling 3,024,194 GRT/5,255,703 DWT |
| | *ships by type:*  bulk 7, cargo 5, chemical tanker 9, container 11, liquefied gas 7, petroleum tanker 23, roll on/roll off 12 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: France 1 (2000 est.) |
| **Gambia, The** | none (2000 est.) |
| **Georgia** | *total:*  37 ships (1,000 GRT or over) totaling 131,316 GRT/190,289 DWT |
| | *ships by type:*  bulk 3, cargo 25, chemical tanker 2, container 2, petroleum tanker 4, roll on/roll off 1 (2000 est.) |
| **Germany** | *total:*  457 ships (1,000 GRT or over) totaling 6,414,724 GRT/7,952,776 DWT |
| | *ships by type:*  cargo 169, chemical tanker 10, combination ore/oil 1, container 243, liquefied gas 2, passenger 3, petroleum tanker 7, railcar carrier 2, refrigerated cargo 1, roll on/roll off 12, short-sea passenger 7 (2000 est.) |
| **Ghana** | *total:*  6 ships (1,000 GRT or over) totaling 13,484 GRT/18,583 DWT |
| | *ships by type:*  petroleum tanker 2, refrigerated cargo 4 (2000 est.) |
| **Gibraltar** | *total:*  49 ships (1,000 GRT or over) totaling 669,056 GRT/1,003,809 DWT |
| | *ships by type:*  bulk 1, cargo 15, chemical tanker 6, container 7, multi-functional large-load carrier 3, passenger 2, petroleum tanker 14, roll on/roll off 1 (2000 est.) |
| **Greece** | *total:*  780 ships (1,000 GRT or over) totaling 25,564,988 GRT/44,761,916 DWT |
| | *ships by type:*  bulk 272, cargo 55, chemical tanker 22, combination bulk 5, combination ore/oil 6, container 51, liquefied gas 5, multi-functional large-load carrier 1, passenger 14, passenger/cargo 2, petroleum tanker 255, refrigerated cargo 3, roll on/roll off 20, short-sea passenger 63, specialized tanker 5, vehicle carrier 1 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: South Korea 1, UK 4 (2000 est.) |
| **Greenland** | *total:*  2 ships (1,000 GRT or over) totaling 3,289 GRT/1,500 DWT |
| | *ships by type:*  cargo 1, passenger 1 (2000 est.) |
| **Grenada** | none (2000 est.) |
| **Guadeloupe** | *total:*  1 ship (1,000 GRT or over) totaling 1,240 GRT/109 DWT |
| | *ships by type:*  passenger 1 (2000 est.) |
| **Guam** | none (2000 est.) |
| **Guatemala** | none (2000 est.) |
| **Guernsey** | none (2000 est.) |
| **Guinea** | none (2000 est.) |
| **Guinea-Bissau** | none (2000 est.) |
| **Guyana** | *total:*  2 ships (1,000 GRT or over) totaling 2,929 GRT/4,507 DWT |
| | *ships by type:*  cargo 2 (2000 est.) |
| **Haiti** | none (2000 est.) |
| **Honduras** | *total:*  313 ships (1,000 GRT or over) totaling 760,819 GRT/820,582 DWT |
| | *ships by type:*  bulk 21, cargo 187, chemical tanker 7, container 4, livestock carrier 2, passenger 2, passenger/cargo 4, petroleum tanker 52, refrigerated cargo 17, roll on/roll off 8, short-sea passenger 5, specialized tanker 2, vehicle carrier 2 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Russia 4, Singapore 2, Vietnam 1 (2000 est.) |
| **Hong Kong** | *total:*  354 ships (1,000 GRT or over) totaling 10,330,662 GRT/17,227,315 DWT |
| | *ships by type:*  barge carrier 1, bulk 208, cargo 36, chemical tanker 7, combination bulk 2, container 59, liquefied gas 6, multi-functional large-load carrier 2, petroleum tanker 26, refrigerated cargo 3, short-sea passenger 1, vehicle carrier 3 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Bermuda 2, Belgium 1, Canada 2, China 9, Japan 3, Mongolia 1, Norway 1, South Africa 1, UK 7 (2000 est.) |
| **Hungary** | *total:*  1 ship (1,000 GRT or over) totaling 1,199 GRT/1,050 DWT |
| | *ships by type:*  cargo 1 (2000 est.) |
| **Iceland** | *total:*  2 ships (1,000 GRT or over) totaling 3,435 GRT/4,538 DWT |
| | *ships by type:*  chemical tanker 1, petroleum tanker 1 (2000 est.) |
| **India** | *total:*  315 ships (1,000 GRT or over) totaling 6,433,831 GRT/10,691,973 DWT |
| | *ships by type:*  bulk 117, cargo 70, chemical tanker 15, combination bulk 1, combination ore/oil 3, container 15, liquefied gas 9, passenger/cargo 5, petroleum tanker 76, short-sea passenger 2, specialized tanker 2 (2000 est.) |
| **Indonesia** | *total:*  609 ships (1,000 GRT or over) totaling 2,698,157 GRT/3,723,933 DWT |
| | *ships by type:*  bulk 36, cargo 357, chemical tanker 10, container 25, liquefied gas 3, livestock carrier 1, passenger 7, passenger/cargo 14, petroleum tanker 117, refrigerated cargo 1, roll on/roll off 15, short-sea passenger 8, specialized tanker 10, vehicle carrier 5 (2000 est.) |
| **Iran** | *total:*  152 ships (1,000 GRT or over) totaling 4,097,977 GRT/7,131,688 DWT |
| | *ships by type:*  bulk 49, cargo 38, chemical tanker 4, combination bulk 1, container 10, liquefied gas 1, multi-functional large-load carrier 6, petroleum tanker 32, refrigerated cargo 1, roll on/roll off 9, short-sea passenger 1 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Singapore 1 (2000 est.) |
| **Iraq** | *total:*  30 ships (1,000 GRT or over) totaling 453,273 GRT/779,662 DWT |
| | *ships by type:*  cargo 14, passenger 1, passenger/cargo 1, petroleum tanker 12, refrigerated cargo 1, roll on/roll off 1 (2000 est.) |
| **Ireland** | *total:*  29 ships (1,000 GRT or over) totaling 115,554 GRT/135,391 DWT |
| | *ships by type:*  bulk 4, cargo 22, container 2, short-sea passenger 1 (2000 est.) |
| **Israel** | *total:*  17 ships (1,000 GRT or over) totaling 631,582 GRT/745,011 DWT |
| | *ships by type:*  container 16, roll on/roll off 1 (2000 est.) |
| **Italy** | *total:*  445 ships (1,000 GRT or over) totaling 8,005,136 GRT/10,556,244 DWT |
| | *ships by type:*  bulk 44, cargo 41, chemical tanker 77, combination ore/oil 4, container 24, liquefied gas 38, multi-functional large-load carrier 1, passenger 11, petroleum tanker 85, refrigerated cargo 1, roll on/roll off 64, short-sea passenger 26, specialized tanker 14, vehicle carrier 15 (2000 est.) |
| **Jamaica** | *total:*  1 ship (1,000 GRT or over) totaling 1,930 GRT/3,065 DWT |
| | *ships by type:*  petroleum tanker 1 (2000 est.) |
| **Japan** | *total:*  630 ships (1,000 GRT or over) totaling 11,691,174 GRT/15,484,848 DWT |
| | *ships by type:*  bulk 137, cargo 51, chemical tanker 15, combination bulk 22, combination ore/oil 3, container 22, liquefied gas 49, passenger 9, passenger/cargo 2, petroleum tanker 194, refrigerated cargo 15, roll on/roll off 49, short-sea passenger 6, vehicle carrier 56 (2000 est.) |
| **Jersey** | none (2000 est.) |
| **Jordan** | *total:*  6 ships (1,000 GRT or over) totaling 40,919 GRT/57,777 DWT |
| | *ships by type:*  bulk 1, cargo 3, container 1, roll on/roll off 1 (2000 est.) |
| **Kenya** | *total:*  2 ships (1,000 GRT or over) totaling 4,893 GRT/6,255 DWT |
| | *ships by type:*  petroleum tanker 1, roll on/roll off 1 (2000 est.) |
| **Kiribati** | *total:*  1 ship (1,000 GRT or over) totaling 1,291 GRT/1,295 DWT |
| | *ships by type:*  passenger/cargo 1 (2000 est.) |
| **Korea, North** | *total:*  110 ships (1,000 GRT or over) totaling 661,792 GRT/903,367 DWT |
| | *ships by type:*  bulk 4, cargo 94, combination bulk 1, multi-functional large-load carrier 1, passenger 2, passenger/cargo 1, petroleum tanker 4, refrigerated cargo 1, short-sea passenger 2 (2000 est.) |
| **Korea, South** | *total:*  496 ships (1,000 GRT or over) totaling 5,421,993 GRT/8,757,034 DWT |
| | *ships by type:*  bulk 105, cargo 168, chemical tanker 38, combination bulk 5, container 49, liquefied gas 16, multi-functional large-load carrier 1, passenger 3, petroleum tanker 70, refrigerated cargo 27, roll on/roll off 4, short-sea passenger 1, specialized tanker 4, vehicle carrier 5 (2000 est.) |
| **Kuwait** | *total:*  45 ships (1,000 GRT or over) totaling 2,461,072 GRT/3,966,645 DWT |
| | *ships by type:*  bulk 1, cargo 6, container 6, liquefied gas 7, livestock carrier 5, petroleum tanker 20 (2000 est.) |
| **Laos** | *total:*  1 ship (1,000 GRT or over) totaling 2,370 GRT/3,000 DWT |
| | *ships by type:*  cargo 1 (2000 est.) |
| **Latvia** | *total:*  8 ships (1,000 GRT or over) totaling 27,984 GRT/29,978 DWT |
| | *ships by type:*  cargo 2, petroleum tanker 3, refrigerated cargo 3 (2000 est.) |
| **Lebanon** | *total:*  71 ships (1,000 GRT or over) totaling 379,705 GRT/592,672 DWT |
| | *ships by type:*  bulk 10, cargo 42, chemical tanker 1, combination bulk 1, combination ore/oil 1, container 4, liquefied gas 1, livestock carrier 5, refrigerated cargo 1, roll on/roll off 2, vehicle carrier 3 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Netherlands 1, Syria 1 (2000 est.) |
| **Liberia** | *total:*  1,478 ships (1,000 GRT or over) totaling 49,456,361 GRT/76,620,648 DWT |
| | *ships by type:*  barge carrier 3, bulk 324, cargo 97, chemical tanker 163, combination bulk 20, combination ore/oil 38, container 245, liquefied gas 97, multi-functional large-load carrier 4, passenger 24, petroleum tanker 310, refrigerated cargo 74, roll on/roll off 19, short-sea passenger 3, specialized tanker 12, vehicle carrier 45 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Argentina 8, Australia 1, Ashmore and Cartier Islands 1, Austria 5, Bermuda 5, Belgium 5, Burma 1, Brazil 8, Canada 1, China 28, Chile 7, Costa Rica 8, Cyprus 27, Denmark 4, Ecuador 1, Germany 117, Greece 83, Hong Kong 54, Croatia 9, Indonesia 2, India 8, Israel 1, Italy 8, Japan 85, South Korea 8, Latvia 15, Monaco 28, Mexico 6, Malaysia 1, Nigeria 1, Netherlands 7, Norway 86, Netherlands Antilles 1, NZ 1, Poland 2, Portugal 2, Philippines 1, Russia 22, Saudi Arabia 20, South Africa 1, Slovenia 1, Singapore 30, Spain 1, Sweden 8, Switzerland 23, UAE 5, Taiwan 10, UK 15, US 85, Uruguay 1, Vietnam 1 (2000 est.) |
| **Libya** | *total:*  28 ships (1,000 GRT or over) totaling 399,725 GRT/654,843 DWT |
| | *ships by type:*  cargo 10, chemical tanker 1, liquefied gas 3, petroleum tanker 6, roll on/roll off 4, short-sea passenger 4 (2000 est.) |
| **Lithuania** | *total:*  50 ships (1,000 GRT or over) totaling 293,168 GRT/327,827 DWT |
| | *ships by type:*  cargo 26, combination bulk 10, petroleum tanker 2, railcar carrier 1, refrigerated cargo 7, roll on/roll off 1, short-sea passenger 3 (2000 est.) |
| **Luxembourg** | *total:*  50 ships (1,000 GRT or over) totaling 988,450 GRT/1,313,498 DWT |
| | *ships by type:*  bulk 2, chemical tanker 11, container 2, liquefied gas 18, passenger 4, petroleum tanker 6, roll on/roll off 7 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Belgium 4 (2000 est.) |
| **Macau** | none (2000 est.) |
| **Madagascar** | *total:*  13 ships (1,000 GRT or over) totaling 24,819 GRT/34,173 DWT |
| | *ships by type:*  cargo 7, chemical tanker 1, liquefied gas 1, petroleum tanker 2, roll on/roll off 2 (2000 est.) |
| **Malaysia** | *total:*  362 ships (1,000 GRT or over) totaling 5,103,657 GRT/7,574,999 DWT |
| | *ships by type:*  bulk 62, cargo 110, chemical tanker 35, container 60, liquefied gas 20, livestock carrier 1, passenger 2, petroleum tanker 58, refrigerated cargo 1, roll on/roll off 6, specialized tanker 1, vehicle carrier 6 (2000 est.) |
| **Maldives** | *total:*  17 ships (1,000 GRT or over) totaling 58,604 GRT/81,451 DWT |
| | *ships by type:*  cargo 16, short-sea passenger 1 (2000 est.) |
| **Malta** | *total:*  1,414 ships (1,000 GRT or over) totaling 28,191,090 GRT/46,773,603 DWT |
| | *ships by type:*  bulk 443, cargo 394, chemical tanker 48, combination bulk 12, combination ore/oil 14, container 69, liquefied gas 2, livestock carrier 3, multi-functional large-load carrier 2, passenger 7, passenger/cargo 1, petroleum tanker 296, refrigerated cargo 37, roll on/roll off 50, short-sea passenger 15, specialized tanker 3, vehicle carrier 18 |
| | *note:*  includes some foreign-owned ships registered here as a flag of convenience: Argentina 1, Bermuda 1, Belgium 1, Bangladesh 2, Bulgaria 11, China 7, Costa Rica 1, Cuba 2, Cyprus 15, Denmark 1, Estonia 2, Finland 1, Germany 23, Greece 258, Hong Kong 3, Croatia 9, Hungary 1, India 2, Israel 2, Italy 17, South Korea 1, Lebanon 2, Latvia 2, Lithuania 1, Monaco 14, Nigeria 1, Netherlands 10, Norway 31, Poland 8, Romania 3, Russia 39, Singapore 6, Spain 3, Sweden 3, Syria 1, Switzerland 25, UAE 2, Turkey 24, UK 8, Ukraine 9, US 9, Venezuela 1, Vietnam 1 (2000 est.) |
