CIA - The World Factbook 2002 -- Field Listing - Merchant marine

| Country | Merchant marine |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Albania 1, Australia 4, Austria 1, Bolivia 1, Cyprus 1, Djibouti 1, Egypt 2, Greece 4, Lebanon 2, Liberia 2, Marshall Islands 2, Morocco 1, Norway 1, Panama 1, Romania 3, Russia 1, Sao Tome and Principe 1, Saudi Arabia 2, Singapore 1, Sweden 1, Switzerland 3, Syria 5, Ukraine 1, United Arab Emirates 16, United States 4 (2002 est.) |
| **Trinidad and Tobago** | *total:* 3 ships (1,000 GRT or over) totaling 5,910 GRT/7,546 DWT |
| | *ships by type:* cargo 2, petroleum tanker 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: United States 1 (2002 est.) |
| **Tunisia** | *total:* 16 ships (1,000 GRT or over) totaling 150,710 GRT/162,616 DWT |
| | *ships by type:* bulk 2, cargo 4, chemical tanker 4, liquefied gas 1, petroleum tanker 1, short-sea passenger 3, specialized tanker 1 (2002 est.) |
| **Turkey** | *total:* 553 ships (1,000 GRT or over) totaling 5,674,099 GRT/9,108,819 DWT |
| | *ships by type:* bulk 138, cargo 239, chemical tanker 45, combination bulk 5, combination ore/oil 2, container 27, liquefied gas 6, passenger/cargo 1, petroleum tanker 45, refrigerated cargo 3, roll on/roll off 27, short-sea passenger 10, specialized tanker 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belize 1, Cyprus 1, Denmark 2, Greece 1, Italy 1, Thailand 1, United Kingdom 11 (2002 est.) |
| **Turkmenistan** | *total:* 1 ship (1,000 GRT or over) totaling 4,600 GRT/5,000 DWT |
| | *ships by type:* petroleum tanker 1 (2002 est.) |
| **Turks and Caicos Islands** | none (2002 est.) |
| **Tuvalu** | *total:* 5 ships (1,000 GRT or over) totaling 31,021 GRT/52,198 DWT |
| | *ships by type:* cargo 3, passenger/cargo 1, petroleum tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 5 (2002 est.) |
| **Uganda** | *total:* 3 ships (1,000 GRT or over) totaling 5,091 GRT/8,229 DWT |
| | *ships by type:* roll on/roll off 3 |
| | *note:* these ships are in cargo and passenger (ferry) service on Uganda's inland waterways (2002 est.) |
| **Ukraine** | *total:* 138 ships (1,000 GRT or over) totaling 669,303 GRT/707,857 DWT |
| | *ships by type:* bulk 7, cargo 100, container 3, liquefied gas 2, passenger 11, passenger/cargo 1, petroleum tanker 12, railcar carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Cyprus 1, Greece 1, Panama 1, Russia 4, Saint Vincent and the Grenadines 1 (2002 est.) |
| **United Arab Emirates** | *total:* 56 ships (1,000 GRT or over) totaling 833,401 GRT/1,251,015 DWT |
| | *ships by type:* cargo 13, chemical tanker 3, container 7, liquefied gas 1, livestock carrier 1, petroleum tanker 25, roll on/roll off 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 2, Italy 1, Kuwait 2 (2002 est.) |
| **United Kingdom** | *total:* 212 ships (1,000 GRT or over) totaling 4,308,232 GRT/4,171,757 DWT |
| | *ships by type:* bulk 7, cargo 32, chemical tanker 13, combination ore/oil 1, container 53, liquefied gas 3, passenger 13, passenger/cargo 1, petroleum tanker 48, refrigerated cargo 4, roll on/roll off 26, short-sea passenger 10, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Bermuda 1, Cyprus 1, Denmark 21, Germany 6, Greece 3, Hong Kong 4, Italy 1, Monaco 4, Netherlands 1, Norway 9, Russia 1, South Africa 2, Sweden 11, Taiwan 2, United States 5 (2002 est.) |
| **United States** | *total:* 248 ships (1,000 GRT or over) totaling 8,259,914 GRT/10,568,706 DWT |
| | *ships by type:* barge carrier 1, bulk carrier 13, chemical tanker 15, collier 1, combination bulk 4, combination tanker 11, container 85, freighter 15, heavy lift carrier 3, petroleum tanker 70, roll on/roll off 28, vehicle carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Canada 4, Denmark 15, France 1, Germany 1, Netherlands 3, Norway 7, Puerto Rico 4, Singapore 11, Sweden 1, United Kingdom 3; also, the US owns 549 additional ships (1,000 GRT or over) totaling 29,616,347 DWT that operate under the registries of Antigua and Barbuda, Australia, The Bahamas, Belize, Bermuda, Cambodia, Canada, Cayman Islands, Cyprus, Finland, Gibraltar, Hong Kong (China), Indonesia, Isle of Man, Italy, Liberia, Malta, Marshall Islands, Netherlands, Norway, Norway (NIS), Panama, Peru, Philippines, Saint Vincent and the Grenadines, Singapore, Tonga, UK, Vanuatu, and Wallis and Futuna (2002 est.) |
| **Uruguay** | *total:* 2 ships (1,000 GRT or over) totaling 7,752 GRT/5,228 DWT |
| | *ships by type:* petroleum tanker 1, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 4, Greece 1 (2002 est.) |
| **Vanuatu** | *total:* 54 ships (1,000 GRT or over) totaling 1,092,838 GRT/1,329,576 DWT |
| | *ships by type:* bulk 22, cargo 9, chemical tanker 1, combination bulk 3, container 2, liquefied gas 3, petroleum tanker 1, refrigerated cargo 7, vehicle carrier 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 3, Canada 2, China 1, Japan 25, Monaco 4, Netherlands 1, New Zealand 5, Panama 1, Poland 1, Switzerland 2, United Kingdom 4, US 2, Vietnam 1 (2002 est.) |
| **Venezuela** | *total:* 45 ships (1,000 GRT or over) totaling 716,361 GRT/1,267,095 DWT |
| | *ships by type:* bulk 7, cargo 9, liquefied gas 3, passenger/cargo 1, petroleum tanker 14, roll on/roll off 10, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 1, Greece 1, Italy 1, United Kingdom 1, United States 2 (2002 est.) |
| **Vietnam** | *total:* 153 ships (1,000 GRT or over) totaling 782,912 GRT/1,173,186 DWT |
| | *ships by type:* bulk 9, cargo 113, chemical tanker 1, combination bulk 1, container 5, liquefied gas 2, petroleum tanker 20, refrigerated cargo 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Cambodia 1, Japan 1, Singapore 1, United Kingdom 2 (2002 est.) |
| **Virgin Islands** | none (2002 est.) |
| **Wallis and Futuna** | *total:* 4 ships (1,000 GRT or over) totaling 71,868 GRT/7,422 DWT |
| | *ships by type:* passenger 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: France 3, United States 1 (2002 est.) |
| **Yemen** | *total:* 4 ships (1,000 GRT or over) totaling 15,002 GRT/23,752 DWT |
| | *ships by type:* cargo 1, petroleum tanker 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Hong Kong 2 (2002 est.) |

This page was last updated on 19 March 2003
 
